N° interne,N° SA,SN1/SN2, Famille  de situation,Problématique exemplaire,Urgences-SN1,Ped Ambu,SN2-Gynéco,Titre,Spécialité,5 types d'étapes de raisonnement,2 types d'étapes du raisonnement,Item,RC,Compétences,Compétences certifiées,Notes
35,349,SN1-1,FS02,Situations de soins non programmés vous ayant posé problème,Urgences avant SN1,non,SN2 avant Pôle femme,SA 6-2,Urologie,PEC-ttt,PEC-ttt,Troubles de la miction et incontinence urinaire de l'adulte et du sujet âgé,INCONTINENCE URINAIRE,"Approche globale, prise en compte de la complexité",C4NiD4,
35,350,SN1-1,FS03,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,SN2 avant Pôle femme,SA 8-2,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",C4NiD3,
35,351,SN1-1,FS09,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,SN2 avant Pôle femme,SA 8-3,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C5NiD2' 'C5NiD4'],
36,352,SN1-1,FS07,Procédures médico-administratives,Urgences avant SN1,non,Pôle femme avant SN2,SA 10 mai 2023,Santé publique (Administratif/Social),Administratif-Social,Autre,Accidents du travail et maladies professionnelles : définitions et enjeux,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",['C2NnD3' 'C2NnD2'],
36,353,SN1-1,FS02,Pratique de gestes techniques utiles en soins primaires,Urgences avant SN1,non,Pôle femme avant SN2,SA 15 mai 2023,Rhumatologie,PEC-ttt,PEC-ttt,Douleurs lombaires aiguës chez l'enfant et chez l'adulte,LOMBALGIE,"Premier recours, urgences",['C1NiD4' 'C4NiD4' 'C6NnD2' 'C6NiD3'],
36,354,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,Pôle femme avant SN2,SA 16 mai 2023,Pneumologie,PEC-ttt,PEC-ttt,Addiction au tabac,TABAGISME,"Premier recours, urgences",['C3NnD1' 'C3NnD3' 'C3NiD1' 'C3NiD5' 'C6NiD3'],
36,355,SN1-1,FS11,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,non,Pôle femme avant SN2,SA 22 mai 2023,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NiD5' 'C3NiD5' 'C1NiD6' 'C2NnD2'],
36,356,SN1-1,FS03,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,Pôle femme avant SN2,SA 12 juin 2023,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C3NnD3' 'C3NnD4' 'C6NnD4' 'C6NiD2'],
36,357,SN1-1,FS01,Incidents iatrogènes nouvellement rencontrés,Urgences avant SN1,non,Pôle femme avant SN2,SA 31 mai 2023,Neurologie,PEC-ttt,PEC-ttt,Neuropathies périphériques,DOULEUR NON CARACTÉRISTIQUE,"Approche globale, prise en compte de la complexité",['C1NnD4' 'C4NnD1' 'C2NID1' 'C6NiD3'],
36,358,SN1-1,FS03,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,Urgences avant SN1,non,Pôle femme avant SN2,SA 10 juillet 2023,Pneumologie,PEC-ttt,PEC-ttt,Toux chez l'enfant et chez l'adulte (avec le traitement),TOUX,"Premier recours, urgences",['C3NnD1' 'C5NnD6' 'C5NnD3' 'C6NnD2'],
36,359,SN1-1,FS04,Situations de soins non programmés vous ayant posé problème,Urgences avant SN1,non,Pôle femme avant SN2,SA 11 juillet 2023,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD3' 'C1NnD4' 'C1NiD5' 'C6NnD2'],
36,360,SN1-1,FS03,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,Urgences avant SN1,non,Pôle femme avant SN2,SA 30 août 2023,Cardiologie,PEC-ttt,PEC-ttt,Anémie chez l'adulte et l'enfant,ANÉMIE (NON FERRIPRIVE),"Premier recours, urgences",['C1NiD7' 'C3NiD4' 'C4NiD4' 'C6NiD1' 'C4NnD2'],
36,361,SN1-1,FS02,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,Pôle femme avant SN2,SA 28 septembre 2023,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C2NiD4' 'C4NiD5' 'C6NnD3'],
37,362,SN1-1,FS05,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,Pôle femme avant SN2,l'IVG,Gynécologie,PEC-ttt,PEC-ttt,Interruption volontaire de grossesse,CONTRACEPTION,"Premier recours, urgences","['C1NnD2' 'C1NnD3' 'C1NnD6' 'C1NnD1' 'C4NnD1' 'C2NnD3' 'C4NnD3' 'C5NnD2'
 'C5NnD4' 'C5NiD5']",
37,363,SN1-1,FS09,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,Urgences avant SN1,non,Pôle femme avant SN2,La vie des dialysés,Cardiologie,Diagnostic,Diagnostic,Hypertension artérielle de l'adulte et de l’enfant,HTA,"Approche globale, prise en compte de la complexité","['C1NnD6' 'C1NnD1' 'C4NnD1' 'C2NnD3' 'C3NiD3' 'C4NnD3' 'C5NnD2' 'C6NnD1'
 'C6NnD2' 'C2NnD1']",
37,364,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,Pôle femme avant SN2,Avant qu'elle parte,Infectiologie,Prévention-Education,Autre,"Voyage en pays tropical de l'adulte et de l'enfant : conseils avant le départ, pathologies du retour : fièvre, diarrhée, manifestations cutanées",DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire","['C1NnD6' 'C1NnD1' 'C3NnD1' 'C3NnD2' 'C3NnD3' 'C6NnD1' 'C6NnD2' 'C6NnD3'
 'C6NiD1' 'C6NiD3']",
37,365,SN1-1,FS10,Procédures médico-administratives,Urgences avant SN1,non,Pôle femme avant SN2,Les dossiers MDPH,Santé publique (Administratif/Social),Administratif-Social,Autre,Soin et accompagnement dans la maladie chronique et le handicap,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient","['C1NiD7' 'C2NcD1' 'C2NID1' 'C5NnD2' 'C5NiD4' 'C5NiD5' 'C6NnD3' 'C6NiD1'
 'C6NiD2' 'C6NiD3' 'C2NnD2' 'C1NnD9']",
37,366,SN1-1,FS04,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,Urgences avant SN1,non,Pôle femme avant SN2,Les molluscums,Dermatologie,Diagnostic,Diagnostic,"Infections cutanéo-muqueuses et des phanères, bactériennes et mycosiques de l'adulte et de l'enfant",MOLLUSCUM CONTAGIOSUM,"Premier recours, urgences",['C2NnD3' 'C5NnD1' 'C5NnD2' 'C6NnD2'],
37,367,SN1-1,FS02,Pratique de gestes techniques utiles en soins primaires,Urgences avant SN1,non,Pôle femme avant SN2,Ça bouchonne !,ORL,PEC-ttt,PEC-ttt,Otites infectieuses de l'adulte et de l'enfant,CÉRUMEN (BOUCHON DE),"Premier recours, urgences","['C1NnD2' 'C1NnD6' 'C1NnD1' 'C4NnD1' 'C2NnD3' 'C5NnD3' 'C4NiD4' 'C5NnD1'
 'C5NnD2' 'C6NnD1' 'C6NnD2' 'C6NnD3' 'C6NiD1' 'C6NiD3' 'C6NcD4']",
37,368,SN1-1,FS02,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,Pôle femme avant SN2,La crème de la crème,Dermatologie,PEC-ttt,PEC-ttt,"Hypersensibilités et allergies cutanéomuqueuses chez l'enfant et l'adulte. Urticaire, dermatites atopique et de contact, conjonctivite allergique.",DERMATOSE,"Premier recours, urgences","['C1NnD2' 'C1NnD3' 'C1NnD4' 'C1NnD5' 'C1NnD6' 'C1NnD7' 'C1NiD1' 'C1NiD2'
 'C1NnD1' 'C1NiD3' 'C1NcD1' 'C2NcD4' 'C4NnD1' 'C2NnD3' 'C2NcD1' 'C3NnD5'
 'C5NnD3' 'C4NnD3' 'C4NiD2' 'C5NnD1' 'C5NnD2' 'C6NnD1' 'C6NnD2' 'C6NnD3'
 'C6NiD1' 'C6NiD2' 'C6NiD3' 'C6NcD2' 'C6NcD4' 'C2NnD1']",
37,369,SN1-1,FS04,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,non,Pôle femme avant SN2,Ça valide mais aux rattrapages ...,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire","['C1NnD2' 'C1NnD3' 'C1NnD4' 'C1NnD5' 'C1NnD6' 'C1NnD7' 'C1NiD1' 'C1NiD4'
 'C1NnD1' 'C1NiD5' 'C1NcD2' 'C1NcD4' 'C5NnD6' 'C5NiD1' 'C2NcD5' 'C2NnD3'
 'C2NiD3' 'C3NnD4' 'C3NnD5' 'C4NnD3' 'C5NnD1' 'C6NnD1' 'C6NnD2' 'C6NnD3'
 'C6NiD1' 'C6NiD3' 'C6NiD5' 'C2NnD1' 'C2NnD2']",
37,370,SN1-1,FS03,Incidents iatrogènes nouvellement rencontrés,Urgences avant SN1,non,Pôle femme avant SN2,Kof Kof Kof,Cardiologie,PEC-ttt,PEC-ttt,Hypertension artérielle de l'adulte et de l’enfant,HTA,"Approche globale, prise en compte de la complexité",['C2NnD3' 'C2NID1' 'C6NnD2' 'C6NnD3' 'C6NiD2' 'C6NiD3' 'C6NiD5' 'C6NcD4'],
37,371,SN1-1,FS10,Situations de soins non programmés vous ayant posé problème,Urgences avant SN1,non,Pôle femme avant SN2,ça démange,Dermatologie,PEC-ttt,PEC-ttt,Gale et pédiculose,GALE,"Premier recours, urgences","['C1NnD4' 'C1NnD5' 'C1NnD7' 'C1NiD1' 'C1NnD1' 'C2NcD2' 'C5NnD5' 'C5NnD6'
 'C4NnD1' 'C2NnD3' 'C2NID1' 'C5NnD3' 'C5NnD1' 'C6NnD2' 'C6NnD3' 'C6NiD3'
 'C6NcD4' 'C2NnD1']",
38,372,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,vitaminde D chez l'enfant,Rhumatologie,Prévention-Education,Autre,Ostéopathies fragilisantes,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
38,373,SN1-1,FS05,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,vaccin GARDASIL,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
38,374,SN1-1,FS02,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,SN2 avant Pôle femme,Eradication helicobacter pylori,Gastroentérologie,Diagnostic,Diagnostic,Ulcère gastrique et duodénal. Gastrite,ÉPIGASTRALGIE ,"Premier recours, urgences",,
38,375,SN1-1,FS03,Situations de soins non programmés vous ayant posé problème,SN1 avant Urgences,non,SN2 avant Pôle femme,Crise aigue de fermeture de l'angle,Ophtalmologie,PEC-ttt,PEC-ttt,Glaucomes,GLAUCOME,"Premier recours, urgences",,
38,376,SN1-1,FS02,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,SN1 avant Urgences,non,SN2 avant Pôle femme,Mononucléose infectieuse biologie atypique,Infectiologie,Diagnostic,Diagnostic,Fièvre aiguë chez l'enfant et l'adulte,ANOMALIE BIOLOGIQUE SANGUINE,"Premier recours, urgences",,
38,377,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,subluxation récidivante de la rotule,Orthopédie,PEC-ttt,PEC-ttt,"Lésions péri-articulaires et ligamentaires du genou, de la cheville et de l'épaule",LUXATION,"Continuité, suivi, coordination des soins autour du patient",,
38,378,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,Recherche hémochromatose,Gastroentérologie,Diagnostic,Diagnostic,Pathologie du fer chez l'adulte et l'enfant,ANOMALIE BIOLOGIQUE SANGUINE,"Premier recours, urgences",,
38,379,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,tremblement essentiel,Neurologie,Diagnostic,Diagnostic,Mouvements anormaux,TREMBLEMENT,"Premier recours, urgences",,
38,380,SN1-1,FS04,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,SN2 avant Pôle femme,patch EMLA vaccination nourrisson,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
38,381,SN1-1,FS03,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,SN2 avant Pôle femme,OAP à domicile,Cardiologie,PEC-ttt,PEC-ttt,Insuffisance cardiaque de l'adulte,INSUFFISANCE CARDIAQUE,"Premier recours, urgences",,
39,382,SN1-1,FS02,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,SN2 avant Pôle femme,Situation d'apprentissage 2_1,ORL,PEC-ttt,PEC-ttt,Otites infectieuses de l'adulte et de l'enfant,OTITE EXTERNE,"Premier recours, urgences",['C1NnD7' 'C2NnD3'],
39,383,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,Situation d'apprentissage 1_1,Endocrinologie,Diag+PEC,Diag+PEC,Retard de croissance staturo-pondérale,DÉPISTAGE ET PRÉVENTION,"Premier recours, urgences",C1NnD8,
39,384,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,Situation d'apprentissage 1_2,Pneumologie,PEC-ttt,PEC-ttt,Addiction au tabac,TABAGISME,"Premier recours, urgences",['C1NiD1' 'C1NnD1' 'C3NiD2' 'C5NnD1'],
39,385,SN1-1,FS01,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,SN2 avant Pôle femme,SA 8_1,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
